,event_trading,event_trading,overnight_trading,overnight_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading,seasonal_trading
,super_bowl,super_bowl,short_term_reversal,short_term_reversal,buy_when_yields_are_low,buy_when_yields_are_low,pay_day_strategy,pay_day_strategy,santa_claus_strategy,santa_claus_strategy,september_bear,september_bear,tax_day_strategy,tax_day_strategy,turn_around_tuesday_strategy,turn_around_tuesday_strategy
,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L,VUSA.L,CNX1.L
Date,,,,,,,,,,,,,,,,
2013-04-11,,,,,0.0,-0.02068014383279193,,,,,,,-0.00659224976131545,-0.0009218760569871254,,
2013-04-12,,,,,-0.006636093267108012,0.014618846698645438,,,,,,,0.0,-0.02068014383279193,,
2013-04-15,,,,0.014618846698645438,-0.00668032717793543,-0.019875408995869925,,,,,,,,,,0.014618846698645438
2013-04-16,,,,,-0.0046559830803473146,-0.014380943132161428,,,,,,,,,,
2013-04-17,,,,,0.005717287508323565,0.014022999066764408,,,,,,,,,,
2013-04-18,,,0.005717287508323565,,0.0005168076839632274,0.010609198367022898,,,,,,,,,,
2013-04-19,,,,,0.014979287140293396,0.008987051019676562,,,,,,,,,,
2013-04-22,,,,,0.002035670040910542,-0.0004503461537744835,,,,,,,,,,
2013-04-23,,,,,-0.006094506652035592,0.005121489678316049,,,,,,,,,,
2013-04-24,,,,,-0.007664773677535819,-0.0027800154533480503,-0.006094506652035592,0.005121489678316049,,,,,,,,
2013-04-25,,,,,0.005664295052492774,0.009261660587402298,-0.007664773677535819,-0.0027800154533480503,,,,,,,,
2013-04-26,,,,,-0.003072266829567738,0.007160767919708766,0.005664295052492774,0.009261660587402298,,,,,,,,
2013-04-29,,,,,-0.0010271469501964559,-0.004894821043582409,-0.003072266829567738,0.007160767919708766,,,,,,,,
2013-04-30,,,,,0.008226212911876862,0.013134340668927491,-0.0010271469501964559,-0.004894821043582409,,,,,,,,
2013-05-01,,,,,0.007139183339675004,0.011752146988917467,0.008226212911876862,0.013134340668927491,,,,,,,,
2013-05-02,,,,,0.011139205739467917,0.0028515596952658484,,,,,,,,,,
2013-05-03,,,,,-0.0030044801204504035,0.0052117084107192735,,,,,,,,,,
2013-05-07,,,,,0.006027164246763972,-0.0016868853856153443,,,,,,,,,,
2013-05-08,,,,,,,,,,,,,,,,
2013-05-09,,,,,,,,,,,,,,,,
2013-05-10,,,,,,,,,,,,,,,,
2013-05-13,,,,,,,,,,,,,,,,
2013-05-14,,,,,,,,,,,,,,,,
2013-05-15,,,,,,,,,,,,,,,,
2013-05-16,,,,,,,,,,,,,,,,
2013-05-17,,,,,,,,,,,,,,,,
2013-05-20,,,,,,,,,,,,,,,,0.0018903654324915475
2013-05-21,,,,,,,,,,,,,,,,
2013-05-22,,,,,,,,,,,,,,,,
2013-05-23,,,,,,,,,,,,,,,,
2013-05-24,,,,0.006938936229367032,,,,,,,,,,,,
2013-05-28,,,,,,,-0.019394506113981858,-0.0056244266616387595,,,,,,,,
2013-05-29,,,,,,,0.0019296148775036492,0.005678604132983489,,,,,,,,
2013-05-30,,,,,,,0.002407281461655364,-0.00999233269527755,,,,,,,,
2013-05-31,,,,,,,-0.031219962923047517,0.003137674662251566,,,,,,,,
2013-06-03,,,,,,,0.013386239798829136,-0.005713681748656829,,,,,,,0.013386239798829136,
2013-06-04,,,,,,,,,,,,,,,-0.019569452450051816,
2013-06-05,,,,,,,,,,,,,,,-0.01297406272473689,
2013-06-06,,,,,,,,,,,,,,,0.01870570874825961,
2013-06-07,,,,,,,,,,,,,,,,
2013-06-10,,,,,,,,,,,,,,,,-0.010243805304833598
2013-06-11,,,,,,,,,,,,,,,,-0.011068242943410245
2013-06-12,,,,0.012577510882548992,,,,,,,,,,,,0.012577510882548992
2013-06-13,,,0.010178156072372158,,,,,,,,,,,,,
2013-06-14,,,,,,,,,,,,,,,,
2013-06-17,,,,,,,,,,,,,,,,
2013-06-18,,,,,,,,,,,,,,,,
2013-06-19,,,,,,,,,,,,,,,,
2013-06-20,,,,,,,,,,,,,,,,
2013-06-21,,,-0.014329614817111258,-0.010342158459816564,,,,,,,,,,,,
2013-06-24,,,0.014018715189773712,0.006409117233084682,,,0.014018715189773712,0.006409117233084682,,,,,,,0.014018715189773712,0.006409117233084682
2013-06-25,,,,,,,0.013824810083066907,0.009644043576013672,,,,,,,0.013824810083066907,
2013-06-26,,,,,,,0.018181849708243103,0.004569918853183141,,,,,,,,
2013-06-27,,,,,,,-0.0004960431030518464,0.0009208650561907117,,,,,,,,
2013-06-28,,,,,,,0.00595537674963742,0.0063504677148138455,,,,,,,,
2013-07-01,,,,,,,0.0029600130531521884,0.0008085947251168513,,,,,,,,
2013-07-02,,,,,,,,,,,,,,,,
2013-07-03,,,,,,,,,,,,,,,,
2013-07-04,,,,,,,,,,,,,,,,
2013-07-05,,,,,,,,,,,,,,,,
2013-07-08,,,,,,,,,,,,,,,,
2013-07-09,,,,,,,,,,,,,,,,
2013-07-10,,,,,,,,,,,,,,,,
2013-07-11,,,,,,,,,,,,,,,,
2013-07-12,,,,,,,,,,,,,,,,
2013-07-15,,,,,,,,,,,,,,,,
2013-07-16,,,,,,,,,,,,,,,,
2013-07-17,,,,,,,,,,,,,,,,
2013-07-18,,,,,,,,,,,,,,,,
2013-07-19,,,,,,,,,,,,,,,,
2013-07-22,,,,,-0.0014298751168455581,0.0032452125644828467,,,,,,,,,-0.001902993085453053,
2013-07-23,,,-0.0014298751168455581,,-0.004295949847748948,0.0067106227036126676,,,,,,,,,-0.0014298751168455581,
2013-07-24,,,-0.004295949847748948,,-0.0033556899700895038,0.004750343218297592,,,,,,,,,-0.004295949847748948,
2013-07-25,,,-0.0033556899700895038,,0.0028859770707163612,-0.0023127396860004312,-0.0033556899700895038,0.004750343218297592,,,,,,,-0.0033556899700895038,
2013-07-26,,,0.0028859770707163612,,0.011031152903034913,0.005361452701817759,0.0028859770707163612,-0.0023127396860004312,,,,,,,0.0028859770707163612,
2013-07-29,,,,,,,0.011031152903034913,0.005361452701817759,,,,,,,,0.005361452701817759
2013-07-30,,,,,,,0.007115731455083596,0.00155617912753514,,,,,,,,
2013-07-31,,,,,,,0.00659450306244902,0.011668275751178792,,,,,,,,
2013-08-01,,,,,,,-0.00842303687912438,0.005503894170344692,,,,,,,,
2013-08-02,,,,,,,,,,,,,,,,
2013-08-05,,,,,,,,,,,,,,,,
2013-08-06,,,,,,,,,,,,,,,,
2013-08-07,,,,,,,,,,,,,,,,
2013-08-08,,,,,,,,,,,,,,,,
2013-08-09,,,,,,,,,,,,,,,,
2013-08-12,,,,,,,,,,,,,,,,
2013-08-13,,,,,,,,,,,,,,,,
2013-08-14,,,,,,,,,,,,,,,,
2013-08-15,,,,,,,,,,,,,,,,
2013-08-16,,,-0.006413471395134707,-0.0013536565325150685,,,,,,,,,,,,
2013-08-19,,,-0.0014895124233367252,0.004113912856974267,,,,,,,,,,,-0.0014895124233367252,0.004113912856974267
2013-08-20,,,-0.004475392832239078,,,,,,,,,,,,-0.004475392832239078,
2013-08-21,,,0.01048946451902899,,,,,,,,,,,,0.01048946451902899,
2013-08-22,,,,,,,,,,,,,,,,
2013-08-23,,,,,,,,,,,,,,,,
2013-08-27,,,,,,,-0.003968250213867153,0.004146766995822171,,,,,,,,
2013-08-28,,,,,,,0.008964158658351318,0.00688313120476125,,,,,,,,
2013-08-29,,,,,,,-0.006910137614354994,-0.006172601832141522,,,,,,,,
2013-08-30,,,,,,,0.005467132127968677,-2.7166880596007914e-05,,,,,,,,
2013-09-02,,,,,,,-0.004943172700569987,0.0058155240734041325,,,,,,,,0.0058155240734041325
2013-09-03,,,,,,,,,,,,,,,,
2013-09-04,,,,,,,,,,,,,,,,
2013-09-05,,,,,,,,,,,,,,,,
2013-09-06,,,,,,,,,,,,,,,,
2013-09-09,,,,,,,,,,,,,,,0.011397400334891783,
2013-09-10,,,,,,,,,,,,,,,,
2013-09-11,,,,,,,,,,,,,,,,
2013-09-12,,,,,,,,,,,,,,,,
2013-09-13,,,,,,,,,,,,,,,,
2013-09-16,,,,,,,,,,,,,,,,0.006992527828716177
2013-09-17,,,,,,,,,,,,,,,,
2013-09-18,,,,,,,,,,,,,,,,
2013-09-19,,,,,,,,,,,,,,,,
2013-09-20,,,,,0.005934759807540768,-0.00021711438849192355,,,,,0.012695323959633464,0.0016988347083820576,,,,
2013-09-23,,,,,-0.011307745354518395,-0.0031248699145985936,,,,,-0.005934759807540768,0.00021711438849192355,,,0.005934759807540768,-0.00021711438849192355
2013-09-24,,,,-0.0031248699145985936,0.0009944579715599478,0.008006863219613525,-0.011307745354518395,-0.0031248699145985936,,,0.011307745354518395,0.0031248699145985936,,,-0.011307745354518395,-0.0031248699145985936
2013-09-25,,,,0.008006863219613525,-0.010928928093711598,-0.0011278233895481993,0.0009944579715599478,0.008006863219613525,,,-0.0009944579715599478,-0.008006863219613525,,,0.0009944579715599478,0.008006863219613525
2013-09-26,,,,,-0.008036155130001443,-0.003675352859612402,-0.010928928093711598,-0.0011278233895481993,,,0.010928928093711598,0.0011278233895481993,,,-0.010928928093711598,
2013-09-27,,,,,0.005063310454163306,0.01103164966209702,-0.008036155130001443,-0.003675352859612402,,,,,,,-0.008036155130001443,
2013-09-30,,,,,-0.005037802496118737,4.630420995654916e-05,0.005063310454163306,0.01103164966209702,,,,,,,0.005063310454163306,0.01103164966209702
2013-10-01,,,,,-0.002025362811511111,-0.012109273321988079,-0.005037802496118737,4.630420995654916e-05,,,,,,,,
2013-10-02,,,,,0.009639804306601718,0.008932785459439208,,,,,,,,,,
2013-10-03,,,,,-0.0015074763754739928,-0.008313256154430015,,,,,,,,,,
2013-10-04,,,,,-0.007549145422416248,-0.019198284445609337,,,,,,,,,,
2013-10-07,,,,,-0.0025354583570744715,-0.003530171608185695,,,,,,,,,-0.007549145422416248,-0.019198284445609337
2013-10-08,,,,,0.017285213587652892,0.02169656318437707,,,,,,,,,-0.0025354583570744715,-0.003530171608185695
2013-10-09,,,0.017285213587652892,0.02169656318437707,0.009495278954738673,0.0071536284178208565,,,,,,,,,0.017285213587652892,0.02169656318437707
2013-10-10,,,,,-0.0024753040851818175,0.006830413567983085,,,,,,,,,,
2013-10-11,,,,,0.011414369557844362,-0.003491921614809712,,,,,,,,,,
2013-10-14,,,,,0.00834151537264094,0.011369383589725723,,,,,,,,,0.011414369557844362,
2013-10-15,,,,,,,,,,,,,,,,
2013-10-16,,,,,,,,,,,,,,,,
2013-10-17,,,,,,,,,,,,,,,,
2013-10-18,,,,,,,,,,,,,,,,
2013-10-21,,,,,-0.00048734057791177676,-0.006184158080014046,,,,,,,,,,
2013-10-22,,,,,0.004388110754925956,0.004878500187463608,,,,,,,,,,
2013-10-23,,,,,0.002912595380160976,0.006344436610207227,,,,,,,,,,
2013-10-24,,,,,0.005808365930284776,-0.0003542337693991371,,,,,,,,,,
2013-10-25,,,,,0.010105826637802462,0.002733030943872894,0.005808365930284776,-0.0003542337693991371,,,,,,,,
2013-10-28,,,,,-0.003334906888400102,-0.0018302185228046275,0.010105826637802462,0.002733030943872894,,,,,,,,0.002733030943872894
2013-10-29,,,,,-0.0014340672340390492,-0.0022803613581466875,-0.003334906888400102,-0.0018302185228046275,,,,,,,,
2013-10-30,,,,,0.005265706728841302,0.0005859011464834918,-0.0014340672340390492,-0.0022803613581466875,,,,,,,,
2013-10-31,,,,,0.0004762013753254468,0.0014677616559564122,0.005265706728841302,0.0005859011464834918,,,,,,,,
2013-11-01,,,,,-0.00523563108773073,0.0014611061980973616,0.0004762013753254468,0.0014677616559564122,,,,,,,,
2013-11-04,,,,,0.0019139194381552205,-0.00040629397993119376,,,,,,,,,,
2013-11-05,,,,,-0.004775567283634152,-0.01881357217788382,,,,,,,,,,
2013-11-06,,,,,,,,,,,,,,,,
2013-11-07,,,,,,,,,,,,,,,,
2013-11-08,,,,,,,,,,,,,,,,
2013-11-11,,,,,,,,,,,,,,,,0.0007983612188191547
2013-11-12,,,,,,,,,,,,,,,,
2013-11-13,,,,,,,,,,,,,,,,
2013-11-14,,,,,,,,,,,,,,,,
2013-11-15,,,,,,,,,,,,,,,,
2013-11-18,,,,,,,,,,,,,,,,-0.0025404385589060663
2013-11-19,,,,,,,,,,,,,,,,-0.003116439939297222
2013-11-20,,,,0.010578839759799452,,,,,,,,,,,,0.010578839759799452
2013-11-21,,,0.0009460954749822559,,,,,,,,,,,,,
2013-11-22,,,,,,,,,,,,,,,,
2013-11-25,,,,,,,-0.0037505824656447473,0.005320192420707581,,,,,,,,
2013-11-26,,,,,,,-0.004235301298253669,0.007297343046722471,,,,,,,,
2013-11-27,,,,,,,-0.002835513533792411,-8.558894115773263e-06,,,,,,,,
2013-11-28,,,-0.0014218334646028952,,,,-0.0014218334646028952,0.00498559849362179,,,,,,,,
2013-11-29,,,-0.0028476253826013043,,,,-0.0028476253826013043,-0.0019351166761525374,,,,,,,,
2013-12-02,,,-0.00809138859790448,,,,-0.00809138859790448,-0.0005365396398316902,,,,,,,-0.00809138859790448,-0.0005365396398316902
2013-12-03,,,0.0038387679040452483,,,,,,,,,,,,0.0038387679040452483,0.0010714688796127358
2013-12-04,,,,,,,,,,,,,,,-0.001912089645385362,
2013-12-05,,,,,,,,,,,,,,,0.004789290492771103,
2013-12-06,,,,,,,,,,,,,,,,
2013-12-09,,,,,,,,,,,,,,,,
2013-12-10,,,,,,,,,,,,,,,,
2013-12-11,,,,,,,,,,,,,,,,
2013-12-12,,,0.0014458162238799588,-0.0011180341525934834,,,,,,,,,,,,
2013-12-13,,,,0.005576200970864864,,,,,,,,,,,,
2013-12-16,,,,,,,,,,,,,,,,
2013-12-17,,,,,,,,,,,,,,,,
2013-12-18,,,,,,,,,,,,,,,,
2013-12-19,,,,,,,,,,,,,,,,
2013-12-20,,,,,,,,,0.005679169143376628,0.010774070950408277,,,,,,
2013-12-23,,,,,,,,,-0.001882396024816213,0.001041452044589386,,,,,,
2013-12-24,,,,,,,,,0.0009429730611498766,0.0003664254889381713,,,,,,
2013-12-27,,,,,,,-0.002355121909497715,-0.001040899653523275,-0.002355121909497715,-0.001040899653523275,,,,,,
2013-12-30,,,,,,,-0.0009443086626766961,0.006120921917636579,-0.0009443086626766961,0.006120921917636579,,,,,-0.0009443086626766961,0.006120921917636579
2013-12-31,,,,,,,0.004253315370363664,-0.007732346535943457,0.004253315370363664,-0.007732346535943457,,,,,0.004253315370363664,
2014-01-02,,,,,,,,,-0.001882396024816213,-0.0069744993976531555,,,,,-0.001882396024816213,
2014-01-03,,,,,,,,,-0.0033003157871639432,-0.0033671339642611375,,,,,-0.0033003157871639432,
2014-01-06,,,,0.00875438743676149,,,,,0.007568583350596292,0.00875438743676149,,,,,0.007568583350596292,0.00875438743676149
2014-01-07,,,,,,,,,-0.0032863707667381004,0.00272792884867723,,,,,,
2014-01-08,,,,,,,,,,,,,,,,
2014-01-09,,,,,,,,,,,,,,,,
2014-01-10,,,,,,,,,,,,,,,,
2014-01-13,,,,,,,,,,,,,,,,0.019301767681584536
2014-01-14,,,,,,,,,,,,,,,,
2014-01-15,,,,,-0.005594444520521047,-0.005553678352830382,,,,,,,,,,
2014-01-16,,,,,-0.0009376679716460723,-2.7331949859266125e-05,,,,,,,,,,
2014-01-17,,,,,-0.005161835089612765,0.007356529816593627,,,,,,,,,,
2014-01-20,,,-0.005161835089612765,,,,,,,,,,,,-0.005161835089612765,0.007356529816593627
2014-01-21,,,-0.0023585444627242103,,-0.009929034905923562,-0.003854575517429737,,,,,,,,,-0.0023585444627242103,
2014-01-22,,,-0.009929034905923562,,-0.008118437056267025,-0.020006785766728985,,,,,,,,,-0.009929034905923562,
2014-01-23,,,-0.008118437056267025,,-0.013962489606924589,-0.009189885572111867,,,,,,,,,-0.008118437056267025,
2014-01-24,,,-0.013962489606924589,,0.0019531697471404375,-0.0009518637318446377,,,,,,,,,-0.013962489606924589,
2014-01-27,,,0.0019531697471404375,-0.0009518637318446377,0.0,-0.01072866650341131,0.0019531697471404375,-0.0009518637318446377,,,,,,,0.0019531697471404375,-0.0009518637318446377
2014-01-28,,,,-0.01072866650341131,0.007309922767254173,0.01865105563805103,0.0,-0.01072866650341131,,,,,,,0.0,-0.01072866650341131
2014-01-29,,,,0.01865105563805103,0.0,-0.0029782133939215694,0.007309922767254173,0.01865105563805103,,,,,,,0.007309922767254173,0.01865105563805103
2014-01-30,,,,,-0.007740679575304443,-0.023139455732291814,0.0,-0.0029782133939215694,,,,,,,0.0,
2014-01-31,,,,,-0.0019503127782034557,0.008679221685147231,-0.007740679575304443,-0.023139455732291814,,,,,,,-0.007740679575304443,
2014-02-03,-0.0019503127782034557,0.008679221685147231,,,-0.0029310927188570535,-0.00417566865180008,-0.0019503127782034557,0.008679221685147231,,,,,,,-0.0019503127782034557,0.008679221685147231
2014-02-04,-0.0029310927188570535,-0.00417566865180008,,,0.009799155533301684,0.012988391831142643,,,,,,,,,-0.0029310927188570535,
2014-02-05,0.009799155533301684,0.012988391831142643,0.009799155533301684,,0.004851939406099293,0.018357525609828507,,,,,,,,,0.009799155533301684,
2014-02-06,0.004851939406099293,0.018357525609828507,,,0.005311473453131876,0.005638875638616536,,,,,,,,,,
2014-02-07,0.005311473453131876,0.005638875638616536,,,0.006244047551429599,0.011159654825498189,,,,,,,,,,
2014-02-10,0.006244047551429599,0.011159654825498189,,,-0.0028640272604265604,0.001614523618615138,,,,,,,,,,
2014-02-11,-0.0028640272604265604,0.001614523618615138,,,0.0,0.00888935750992248,,,,,,,,,,
2014-02-12,0.0,0.00888935750992248,,,-0.0009573265198346004,0.0012013292337189618,,,,,,,,,,
2014-02-13,-0.0009573265198346004,0.0012013292337189618,,,0.0057498288001589515,0.004755407074518603,,,,,,,,,,
2014-02-14,,,,,,,,,,,,,,,,
2014-02-17,,,,,,,,,,,,,,,,
2014-02-18,,,,,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,
2014-02-24,,,,,,,-0.0042372953652415335,-0.0017966306356039796,,,,,,,,
2014-02-25,,,,,,,0.003782502371109553,-0.0006783650311624756,,,,,,,,
2014-02-26,,,,,,,-0.003768248960481446,0.006308523003145439,,,,,,,,
2014-02-27,,,,,,,0.0028368542328396362,-0.0010139565899895953,,,,,,,,
2014-02-28,,,,,0.020009532199798175,0.014044915852644113,-0.010372433892066879,-0.007405100349829108,,,,,,,,
2014-03-03,,,,,-0.0028024038472673762,0.0019620589535380706,0.020009532199798175,0.014044915852644113,,,,,,,0.020009532199798175,0.014044915852644113
2014-03-04,,,,,0.003278674172060958,-0.0016720957547939896,,,,,,,,,,
2014-03-05,,,,,-0.00233423141374689,-0.004724094016555713,,,,,,,,,,
2014-03-06,,,,,0.0051473420066967535,0.0008019737948983252,,,,,,,,,,
2014-03-07,,,,,-0.0009311200274629838,-0.0040124122906811666,,,,,,,,,,
2014-03-10,,,,,,,,,,,,,,,,
2014-03-11,,,,,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,
2014-03-13,,,-0.0023529052734374556,,,,,,,,,,,,,
2014-03-14,,,0.005660326771994351,,,,,,,,,,,,,
2014-03-17,,,,,,,,,,,,,,,,
2014-03-18,,,,,0.007487124058430661,0.003044928977186334,,,,,,,,,,
2014-03-19,,,,,0.0060380472187926415,-0.011083467892126553,,,,,,,,,,
2014-03-20,,,,,-0.01523545364869805,-0.009791767427928533,,,,,,,,,,
2014-03-21,,,,,0.0023440805081755833,0.003400163325400385,,,,,,,,,,
2014-03-24,,,,,,,,,,,,,,,0.0023440805081755833,0.003400163325400385
2014-03-25,,,,,,,0.001870950285196793,-0.012880981804371583,,,,,,,0.001870950285196793,
2014-03-26,,,,,,,-0.01307192743455643,-0.005469281842620077,,,,,,,-0.01307192743455643,
2014-03-27,,,,,,,0.0066225781002446915,0.0023324834138853667,,,,,,,0.0066225781002446915,
2014-03-28,,,,,,,0.001409717026733981,0.006863416800827027,,,,,,,,
2014-03-31,,,,,,,0.006569746621571726,0.017623750986460296,,,,,0.006569746621571726,0.017623750986460296,,
2014-04-01,,,,,,,0.006526777840041964,0.0020819355112842164,,,,,0.006526777840041964,0.0020819355112842164,,
2014-04-02,,,,,,,,,,,,,0.0018526636357580895,-0.007760000291885061,,
2014-04-03,,,,,,,,,,,,,-0.0018492376204647387,-0.026996551976017358,,
2014-04-04,,,,,,,,,,,,,-0.017137602437165667,-0.008960703071648646,,
2014-04-07,,,,0.008697187348080337,,,,,,,,,-0.00989628139810994,0.008697187348080337,-0.00989628139810994,0.008697187348080337
2014-04-08,,,0.001903808079151137,,,,,,,,,,0.001903808079151137,0.01764501836309207,0.001903808079151137,
2014-04-09,,,,,-0.009519312744438624,-0.011735078103607077,,,,,,,-0.0019001904811610792,-0.03129058738199786,-0.0019001904811610792,
2014-04-10,,,,,-0.00048054921376627924,0.008027591489729424,,,,,,,-0.009519312744438624,-0.011735078103607077,-0.009519312744438624,
2014-04-11,,,,,-0.0004806885528817473,0.00379487077047469,,,,,,,-0.00048054921376627924,0.008027591489729424,-0.00048054921376627924,
2014-04-14,,,-0.0004806885528817473,,0.009138942681194528,0.01294944835441214,,,,,,,-0.0004806885528817473,0.00379487077047469,-0.0004806885528817473,
2014-04-15,,,0.009138942681194528,,0.005243117862329338,0.00041552957100177146,,,,,,,,,0.009138942681194528,
2014-04-16,,,,,0.008534865048528406,0.015307863287516321,,,,,,,,,,
2014-04-17,,,,,0.000470156495844698,-0.008845046625805542,,,,,,,,,,
2014-04-22,,,,,0.0009397814741420873,0.00954274196269611,,,,,,,,,,
2014-04-23,,,,,-0.008450629308660473,-0.016138007006422206,,,,,,,,,,
2014-04-24,,,,,-0.0004734956668779322,0.0034164945014576453,-0.008450629308660473,-0.016138007006422206,,,,,,,,
2014-04-25,,,,,0.00473701900662471,0.00815981842912561,-0.0004734956668779322,0.0034164945014576453,,,,,,,,
2014-04-28,,,,,-0.002828829256589005,0.002232653816364172,0.00473701900662471,0.00815981842912561,,,,,,,0.00473701900662471,
2014-04-29,,,,,0.003782502371109553,0.0034514307284014833,-0.002828829256589005,0.002232653816364172,,,,,,,-0.002828829256589005,
2014-04-30,,,,,-0.0009420847006558208,-0.001877641124323648,0.003782502371109553,0.0034514307284014833,,,,,,,0.003782502371109553,
2014-05-01,,,,,-0.008957974300342064,-0.00843615730349312,-0.0009420847006558208,-0.001877641124323648,,,,,,,-0.0009420847006558208,
2014-05-02,,,,,-0.0009514965427265265,-0.002832149223003455,,,,,,,,,-0.008957974300342064,
2014-05-06,,,,,0.009047644478934247,-0.0010504474669764674,,,,,,,,,,
2014-05-07,,,0.009047644478934247,-0.0010504474669764674,-0.0028315890409996713,0.004305884835103191,,,,,,,,,,
2014-05-08,,,,0.004305884835103191,0.010885066669194199,0.01606222001081492,,,,,,,,,,
2014-05-09,,,,,0.005149751866094121,0.00016176729065375817,,,,,,,,,,
2014-05-12,,,,,0.0004657768608131718,-0.0049103126461967905,,,,,,,,,,
2014-05-13,,,,,-0.01582868528089798,-0.00778812115381966,,,,,,,,,,
2014-05-14,,,,,0.0023652386874553066,0.006165541087812976,,,,,,,,,,
2014-05-15,,,,,0.006606861072203429,0.007889301238925173,,,,,,,,,,
2014-05-16,,,,,-0.0032817484798216556,-0.004190572718926311,,,,,,,,,,
2014-05-19,,,,,0.0,0.009837264061562934,,,,,,,,,,
2014-05-20,,,,,0.007996240567438972,0.004185481211202324,,,,,,,,,,
2014-05-21,,,,,0.0018664959220300315,0.0072406253299686085,,,,,,,,,,
2014-05-22,,,,,0.008383805818932721,0.012422858955663862,,,,,,,,,,
2014-05-23,,,,,0.006466572723504482,-0.002863764948284886,,,,,,,,,,
2014-05-27,,,,,0.0013767222595890694,0.006319388428967843,0.006466572723504482,-0.002863764948284886,,,,,,,,
2014-05-28,,,,,0.00045830563802473634,0.00028493166567633565,0.0013767222595890694,0.006319388428967843,,,,,,,,
2014-05-29,,,,,0.0032065824584910363,-0.0009179160147898546,0.00045830563802473634,0.00028493166567633565,,,,,,,,
2014-05-30,,,,,-0.0013698072976902065,-0.0007766383172249647,0.0032065824584910363,-0.0009179160147898546,,,,,,,,
2014-06-02,,,,,0.003200717518887508,0.0036257422767083103,-0.0013698072976902065,-0.0007766383172249647,,,,,,,,-0.0007766383172249647
2014-06-03,,,,,-0.00045579893520575343,0.008897652461221428,,,,,,,,,,0.0036257422767083103
2014-06-04,,,,,0.008663954920820283,0.004687516871668462,,,,,,,,,,
2014-06-05,,,,,,,,,,,,,,,,
2014-06-06,,,,,,,,,,,,,,,,
2014-06-09,,,,,,,,,,,,,,,,
2014-06-10,,,,,,,,,,,,,,,,
2014-06-11,,,,,,,,,,,,,,,,
2014-06-12,,,-0.007748408028981246,,,,,,,,,,,,,
2014-06-13,,,-0.0022967911510239913,,,,,,,,,,,,,
2014-06-16,,,0.003222909962516063,,,,,,,,,,,,0.003222909962516063,
2014-06-17,,,,,,,,,,,,,,,-0.0009178731951966501,
2014-06-18,,,,,,,,,,,,,,,0.0009187164604096409,
2014-06-19,,,,,,,,,,,,,,,0.005966000702366525,
2014-06-20,,,,,,,,,,,,,,,,
2014-06-23,,,,,,,,,,,,,,,0.006395673864809437,
2014-06-24,,,,,,,-0.006355029170831528,0.007339513673163767,,,,,,,,
2014-06-25,,,,,,,-0.004111473508329633,-6.90172834552083e-05,,,,,,,,
2014-06-26,,,,,,,0.00229363055775611,0.004568467466335546,,,,,,,,
2014-06-27,,,,,0.0032080520533106505,0.011658668165415165,-0.001373029113123092,0.0013797949399445564,,,,,,,,
2014-06-30,,,,,-0.0009135930092577516,0.0014587452770757903,0.0032080520533106505,0.011658668165415165,,,,,,,0.0032080520533106505,
2014-07-01,,,,,0.005486919400089496,0.006077578546157092,-0.0009135930092577516,0.0014587452770757903,,,,,,,-0.0009135930092577516,
2014-07-02,,,,,-0.0004547625732570504,-0.003171063145290365,,,,,,,,,0.005486919400089496,
2014-07-03,,,,,-0.0018197911288327928,-0.011909919271483882,,,,,,,,,,
2014-07-04,,,,,,,,,,,,,,,,
2014-07-07,,,,,0.004132238280555978,0.007543680438052203,,,,,,,,,-0.007292609093775604,-0.011909919271483882
2014-07-08,,,0.004132238280555978,,-0.0032008047318988764,-0.003314465062037364,,,,,,,,,0.004132238280555978,0.007543680438052203
2014-07-09,,,,,0.0004587261115511776,0.006313572586560179,,,,,,,,,-0.0032008047318988764,
2014-07-10,,,,,0.010087172218718798,0.00634482498652944,,,,,,,,,0.0004587261115511776,
2014-07-11,,,,,-0.006808966010148021,-0.003826740693286257,,,,,,,,,0.010087172218718798,
2014-07-14,,,,,0.003656303783114545,0.004556331179722983,,,,,,,,,,
2014-07-15,,,,,-0.0022768323836542814,-0.0138211229209394,,,,,,,,,,
2014-07-16,,,,,0.0022820281793134445,0.015943395559418816,,,,,,,,,,
2014-07-17,,,,,0.0004553838478484895,-0.0014894532316629405,,,,,,,,,,
2014-07-18,,,,,0.007737828020349946,0.006972980011958452,,,,,,,,,,
2014-07-21,,,,,0.0022584076688167976,0.00620706217362188,,,,,,,,,,0.006972980011958452
2014-07-22,,,,,0.005407793104853287,-0.0007604504922473776,,,,,,,,,,
2014-07-23,,,,,-0.006723425464857491,-0.004535469649770807,,,,,,,,,,
2014-07-24,,,,,-0.00135382160884856,0.0004993521978913229,,,,,,,,,,
2014-07-25,,,,,0.0031631994951428766,-0.0020180566505516584,-0.00135382160884856,0.0004993521978913229,,,,,,,,
